date,province,rainfall_mm,water_level_m,temperature_c,humidity_percent,is_flood
2020-01-03,Nakhon Si Thammarat,18.32,6.91,32,64,0
2020-01-03,Nakhon Si Thammarat,4.73,4.81,31,61,0
2020-01-03,Pathum Thani,16.51,4.81,34,66,0
2020-01-03,Sukhothai,9.98,5.39,35,77,0
2020-01-03,Chiang Rai,13.51,5.5,37,86,0
2020-01-03,Chiang Mai,6.01,4.8,33,91,0
2020-01-03,Songkhla,18.47,4.56,36,71,0
2020-01-03,Nakhon Si Thammarat,17.64,5.13,28,68,0
2020-01-03,Chiang Mai,17.0,5.8,34,65,0
2020-01-03,Ayutthaya,0.62,5.3,34,90,0
2020-01-03,Khon Kaen,0.36,5.96,28,64,0
2020-01-03,Khon Kaen,1.65,3.81,36,60,0
2020-01-03,Surat Thani,1.88,5.36,28,81,0
2020-01-03,Chiang Mai,6.24,4.5,37,84,0
2020-01-03,Pathum Thani,2.56,4.27,28,61,0
2020-01-03,Nan,16.65,7.27,32,68,0
2020-01-03,Phrae,15.88,5.14,36,84,0
2020-01-03,Songkhla,19.2,7.9,35,64,0
2020-01-03,Nakhon Sawan,6.91,5.95,35,82,0
2020-01-03,Sukhothai,1.09,4.17,26,90,0
2020-01-03,Nakhon Si Thammarat,10.64,4.87,36,77,0
2020-01-03,Khon Kaen,15.52,4.36,36,93,0
2020-01-03,Nan,2.82,5.68,35,81,0
2020-01-03,Chiang Rai,1.69,6.38,36,66,0
2020-01-03,Khon Kaen,13.06,4.01,32,65,0
2020-01-03,Ayutthaya,17.65,6.96,37,70,0
2020-01-03,Ayutthaya,3.96,3.9,27,60,0
2020-01-03,Nakhon Si Thammarat,12.74,5.18,26,84,0
2020-01-03,Ubon Ratchathani,18.88,5.53,33,71,0
2020-01-03,Nan,8.94,6.93,31,87,0
2020-01-03,Chiang Rai,10.9,5.28,27,78,0
2020-01-03,Surat Thani,8.79,6.3,37,72,0
2020-01-03,Ayutthaya,18.38,5.19,29,79,0
2020-01-03,Nakhon Si Thammarat,1.05,4.0,32,94,0
2020-01-03,Bangkok,5.77,3.42,26,89,0
2020-01-03,Songkhla,13.32,6.62,28,79,0
2020-01-03,Nakhon Ratchasima,5.57,5.09,37,85,0
2020-01-03,Ayutthaya,11.05,5.79,34,91,0
2020-01-03,Pathum Thani,15.22,3.64,32,84,0
2020-01-03,Nakhon Ratchasima,8.31,5.75,31,67,0
2020-01-03,Nakhon Ratchasima,2.57,6.71,26,68,0
2020-01-03,Ayutthaya,10.88,3.71,35,75,0
2020-01-03,Songkhla,18.44,5.22,26,82,0
2020-01-03,Nakhon Sawan,2.46,4.81,29,64,0
2020-01-03,Songkhla,19.98,5.65,37,66,0
2020-01-03,Nan,14.19,4.42,36,73,0
2020-01-03,Chiang Mai,2.41,7.09,30,60,0
2020-01-03,Sukhothai,16.54,6.23,37,83,0
2020-01-03,Surat Thani,14.25,6.78,30,68,0
2020-01-03,Ubon Ratchathani,9.13,4.6,26,80,0
2020-01-03,Chiang Mai,0.28,4.55,26,88,0
2020-01-03,Bangkok,16.37,7.71,33,80,0
2020-01-03,Surat Thani,6.07,6.05,28,89,0
2020-01-03,Khon Kaen,13.89,6.29,35,82,0
2020-01-03,Ubon Ratchathani,3.66,6.17,30,88,0
2020-01-03,Surat Thani,8.26,4.33,30,77,0
2020-01-03,Nan,18.95,7.96,33,85,0
2020-01-03,Nakhon Ratchasima,16.34,5.64,26,70,0
2020-01-03,Nakhon Si Thammarat,13.1,5.88,29,61,0
2020-01-03,Nakhon Ratchasima,0.55,5.97,37,92,0
2020-01-03,Nan,13.54,4.83,32,60,0
2020-01-03,Chiang Mai,13.58,8.22,29,67,0
2020-01-03,Songkhla,12.03,6.88,34,71,0
2020-01-03,Ayutthaya,18.74,6.05,34,80,0
2020-01-03,Surat Thani,5.12,7.79,36,60,0
2020-01-03,Nakhon Ratchasima,14.87,6.21,30,91,0
2020-01-03,Nakhon Si Thammarat,13.05,7.42,33,73,0
2020-01-03,Nan,19.89,6.93,36,91,0
2020-01-03,Nakhon Sawan,2.23,6.06,35,83,0
2020-01-03,Khon Kaen,17.39,5.67,26,84,0
2020-01-03,Ubon Ratchathani,16.44,6.3,28,78,0
2020-01-03,Chiang Mai,4.91,4.66,34,84,0
2020-01-03,Chiang Mai,0.55,5.23,36,79,0
2020-01-03,Nan,10.07,4.8,30,63,0
2020-01-03,Nan,7.77,4.34,33,82,0
2020-01-03,Nakhon Si Thammarat,15.43,6.36,36,87,0
2020-01-03,Songkhla,19.33,4.86,35,90,0
2020-01-03,Khon Kaen,8.51,5.25,37,94,0
2020-01-03,Nakhon Si Thammarat,2.22,6.18,36,87,0
2020-01-03,Ubon Ratchathani,11.18,4.91,28,76,0
2020-01-03,Songkhla,8.21,6.02,26,67,0
2020-01-03,Sukhothai,3.48,5.04,25,92,0
2020-01-03,Bangkok,5.24,4.33,35,70,0
2020-01-03,Sukhothai,10.94,8.86,25,94,0
2020-01-03,Sukhothai,4.08,5.55,29,76,0
2020-01-03,Chiang Mai,16.37,4.86,25,80,0
2020-01-03,Nan,1.58,2.84,34,91,0
2020-01-03,Ubon Ratchathani,14.02,5.98,34,63,0
2020-01-03,Nakhon Ratchasima,14.57,4.81,33,81,0
2020-01-03,Nakhon Ratchasima,15.9,6.33,25,68,0
2020-01-03,Chiang Mai,0.62,4.6,30,75,0
2020-01-03,Khon Kaen,15.52,5.38,26,75,0
2020-01-03,Chiang Mai,14.94,6.03,27,79,0
2020-01-03,Songkhla,9.6,3.26,37,89,0
2020-01-03,Nakhon Sawan,15.3,5.39,34,62,0
2020-01-03,Songkhla,4.57,4.64,33,87,0
2020-01-03,Bangkok,16.35,5.71,33,77,0
2020-01-03,Ubon Ratchathani,10.19,5.77,32,92,0
2020-01-03,Surat Thani,1.12,6.07,27,70,0
2020-01-03,Chiang Mai,12.67,4.71,27,72,0
2020-01-03,Phrae,10.74,7.75,33,78,0
2020-01-03,Surat Thani,8.32,5.52,34,80,0
2020-01-03,Songkhla,3.41,3.12,33,66,0
2020-01-03,Nakhon Si Thammarat,8.87,4.02,32,87,0
2020-01-03,Chiang Rai,1.42,4.6,34,76,0
2020-01-03,Nakhon Sawan,4.63,4.14,30,77,0
2020-01-03,Sukhothai,14.56,5.66,33,71,0
2020-01-03,Nakhon Sawan,13.59,4.66,37,94,0
2020-01-03,Chiang Rai,10.51,6.26,26,76,0
2020-01-03,Khon Kaen,6.82,6.0,36,78,0
2020-01-03,Chiang Rai,4.55,4.77,27,94,0
2020-01-03,Bangkok,14.39,4.32,32,91,0
2020-01-03,Nakhon Ratchasima,12.58,6.85,26,86,0
2020-01-03,Surat Thani,12.25,6.5,36,78,0
2020-01-03,Phrae,15.14,5.25,33,68,0
2020-01-03,Sukhothai,12.11,6.73,29,66,0
2020-01-03,Ubon Ratchathani,17.22,6.23,33,84,0
2020-01-03,Chiang Mai,2.06,7.59,29,61,0
2020-01-03,Nakhon Si Thammarat,16.26,5.28,30,84,0
2020-01-03,Nan,8.6,5.44,27,88,0
2020-01-03,Nakhon Ratchasima,3.95,4.15,36,88,0
2020-01-03,Nakhon Sawan,17.07,6.45,26,76,0
2020-01-03,Chiang Mai,11.63,4.69,36,84,0
2020-01-03,Khon Kaen,18.58,6.58,34,73,0
2020-01-03,Surat Thani,12.96,4.29,28,78,0
2020-01-03,Bangkok,17.08,5.91,28,65,0
2020-01-03,Pathum Thani,19.07,6.78,34,72,0
2020-01-03,Nakhon Si Thammarat,8.57,4.54,25,85,0
2020-01-03,Surat Thani,4.96,4.9,33,81,0
2020-01-03,Ubon Ratchathani,1.49,4.59,34,65,0
2020-01-03,Nakhon Ratchasima,16.27,6.41,26,93,0
2020-01-03,Chiang Rai,7.48,4.61,34,60,0
2020-01-03,Khon Kaen,10.39,5.45,27,78,0
2020-01-03,Surat Thani,18.66,6.11,25,73,0
2020-01-03,Chiang Rai,5.98,6.23,36,71,0
2020-01-03,Chiang Mai,11.06,5.36,29,90,0
2020-01-03,Pathum Thani,11.08,6.39,36,90,0
2020-01-03,Songkhla,6.75,4.22,29,73,0
2020-01-03,Nakhon Ratchasima,15.18,7.37,26,72,0
2020-01-03,Chiang Rai,16.03,6.01,37,77,0
2020-01-03,Nakhon Ratchasima,18.75,8.9,30,66,0
2020-01-03,Ayutthaya,1.67,5.81,32,74,0
2020-01-03,Nan,2.8,4.09,33,76,0
2020-01-03,Bangkok,10.85,5.98,32,65,0
2020-01-03,Nakhon Sawan,5.27,3.92,34,77,0
2020-01-03,Phrae,1.19,6.31,26,84,0
2020-01-03,Ubon Ratchathani,16.8,5.26,34,70,0
2020-01-03,Nakhon Sawan,0.79,4.71,33,79,0
2020-01-03,Chiang Rai,17.67,6.48,35,78,0
2020-01-03,Pathum Thani,16.33,5.67,30,72,0
2020-01-03,Chiang Rai,16.84,5.58,25,83,0
2020-01-03,Nan,3.22,4.75,36,69,0
2020-01-03,Ayutthaya,16.61,4.95,34,85,0
2020-01-03,Chiang Mai,8.22,4.96,32,94,0
2020-01-03,Chiang Rai,13.3,5.74,31,64,0
2020-01-03,Pathum Thani,13.1,6.76,35,71,0
2020-01-03,Songkhla,9.0,6.83,33,80,0
2020-01-03,Phrae,18.61,7.11,28,81,0
2020-01-03,Nakhon Si Thammarat,5.56,6.22,25,63,0
2020-01-03,Songkhla,10.72,6.69,35,84,0
2020-01-03,Chiang Mai,18.98,6.44,34,67,0
2020-01-03,Surat Thani,11.83,5.21,33,66,0
2020-01-03,Ayutthaya,14.82,5.92,32,84,0
2020-01-03,Ayutthaya,16.95,5.74,34,92,0
2020-01-03,Nakhon Sawan,0.01,4.01,29,68,0
2020-01-03,Chiang Rai,7.41,5.08,25,64,0
2020-01-03,Bangkok,4.67,6.24,35,89,0
2020-01-03,Sukhothai,16.33,5.52,34,83,0
2020-01-03,Phrae,4.72,5.61,31,67,0
2020-01-03,Nan,3.34,6.09,26,75,0
2020-01-03,Chiang Rai,8.11,5.01,37,94,0
2020-01-03,Songkhla,17.47,5.47,35,71,0
2020-01-03,Ubon Ratchathani,17.94,5.74,37,76,0
2020-01-03,Khon Kaen,10.99,4.93,26,60,0
2020-01-03,Nakhon Ratchasima,19.31,6.68,31,70,0
2020-01-03,Phrae,1.81,4.78,32,61,0
2020-01-03,Nakhon Sawan,3.01,4.57,37,86,0
2020-01-03,Surat Thani,7.89,6.18,28,90,0
2020-01-03,Songkhla,15.01,5.02,33,69,0
2020-01-03,Surat Thani,2.07,5.3,25,66,0
2020-01-03,Chiang Rai,14.37,5.19,30,70,0
2020-01-03,Chiang Rai,10.79,6.1,36,86,0
2020-01-03,Chiang Rai,14.66,5.42,31,67,0
2020-01-03,Ayutthaya,12.35,6.9,32,87,0
2020-01-03,Nan,19.3,5.7,30,64,0
2020-01-03,Khon Kaen,4.37,5.85,37,65,0
2020-01-03,Bangkok,3.18,5.96,31,67,0
2020-01-03,Phrae,17.18,3.62,36,85,0
2020-01-03,Sukhothai,11.72,5.34,34,72,0
2020-01-03,Phrae,8.83,4.67,30,79,0
2020-01-03,Nakhon Ratchasima,14.1,6.4,34,91,0
2020-01-03,Chiang Mai,15.8,5.5,28,73,0
2020-01-03,Bangkok,17.46,4.26,27,73,0
2020-01-03,Ayutthaya,18.23,5.18,36,71,0
2020-01-03,Surat Thani,8.37,4.96,28,80,0
2020-01-03,Nan,14.94,6.16,36,63,0
2020-01-03,Nakhon Ratchasima,15.82,6.15,36,77,0
2020-01-03,Sukhothai,19.57,5.51,32,63,0
2020-01-03,Nan,0.09,3.02,26,81,0
2020-01-03,Bangkok,8.98,4.52,27,62,0
2020-01-03,Sukhothai,4.55,3.92,35,64,0
2020-01-03,Nakhon Si Thammarat,0.94,5.66,25,78,0
2020-01-03,Nakhon Si Thammarat,0.9,4.79,29,82,0
2020-01-03,Khon Kaen,2.93,6.29,25,92,0
2020-01-03,Chiang Mai,6.44,6.16,35,76,0
2020-01-03,Khon Kaen,18.18,5.69,32,76,0
2020-01-03,Songkhla,11.12,5.45,29,91,0
2020-01-03,Chiang Mai,4.84,5.2,28,93,0
2020-01-03,Chiang Rai,16.51,5.24,32,94,0
2020-01-03,Ubon Ratchathani,13.0,5.36,25,69,0
2020-01-03,Khon Kaen,19.79,7.72,31,81,0
2020-01-03,Sukhothai,6.63,4.09,37,66,0
2020-01-03,Songkhla,6.44,6.19,34,87,0
2020-01-03,Nakhon Ratchasima,2.27,4.91,36,73,0
2020-01-03,Songkhla,3.11,6.03,30,74,0
2020-01-03,Nakhon Sawan,6.48,4.86,27,92,0
2020-01-03,Ayutthaya,15.55,6.02,36,70,0
2020-01-03,Ayutthaya,14.01,5.25,28,92,0
2020-01-03,Ayutthaya,13.6,5.05,33,93,0
2020-01-03,Phrae,1.51,6.13,37,92,0
2020-01-03,Nakhon Ratchasima,5.99,5.7,28,81,0
2020-01-03,Sukhothai,9.6,5.13,27,72,0
2020-01-03,Chiang Rai,18.47,7.17,36,65,0
2020-01-03,Chiang Rai,18.53,4.59,34,66,0
2020-01-03,Khon Kaen,11.05,5.78,32,85,0
2020-01-03,Ubon Ratchathani,16.89,6.2,35,94,0
2020-01-03,Chiang Mai,15.84,5.4,37,85,0
2020-01-03,Pathum Thani,9.47,5.96,33,81,0
2020-01-03,Sukhothai,14.59,5.47,32,92,0
2020-01-03,Khon Kaen,12.26,5.11,26,66,0
2020-01-03,Ubon Ratchathani,11.43,5.57,31,81,0
2020-01-03,Sukhothai,14.57,6.09,28,83,0
2020-01-03,Chiang Rai,15.4,6.25,37,76,0
2020-01-03,Sukhothai,7.28,5.07,29,70,0
2020-01-03,Bangkok,10.41,5.08,28,65,0
2020-01-03,Pathum Thani,15.58,5.49,33,66,0
2020-01-03,Nakhon Si Thammarat,1.39,3.86,33,87,0
2020-01-03,Nakhon Si Thammarat,13.16,5.85,35,87,0
2020-01-03,Surat Thani,3.51,5.18,35,70,0
2020-01-03,Nakhon Sawan,14.94,4.7,33,91,0
2020-01-03,Sukhothai,12.71,4.73,29,92,0
2020-01-03,Nan,4.34,6.49,26,87,0
2020-01-03,Sukhothai,16.22,6.49,27,64,0
2020-01-03,Songkhla,19.45,5.49,26,87,0
2020-01-03,Bangkok,1.57,4.23,33,80,0
2020-01-03,Chiang Mai,14.1,7.64,37,74,0
2020-01-03,Pathum Thani,8.44,6.53,32,73,0
2020-01-03,Nan,5.96,5.92,34,93,0
2020-01-03,Sukhothai,4.21,6.1,29,83,0
2020-01-03,Bangkok,2.52,4.34,25,89,0
2020-01-03,Phrae,6.3,4.3,29,92,0
2020-01-03,Ubon Ratchathani,4.32,5.02,26,76,0
2020-01-03,Pathum Thani,9.37,5.07,27,89,0
2020-01-03,Chiang Mai,17.25,5.14,36,71,0
2020-01-03,Bangkok,16.71,5.33,36,81,0
2020-01-03,Sukhothai,10.41,7.22,35,92,0
2020-01-03,Bangkok,11.26,5.26,30,88,0
2020-01-03,Nakhon Ratchasima,1.49,5.8,34,77,0
2020-01-03,Sukhothai,5.89,6.83,35,92,0
2020-01-03,Sukhothai,16.04,6.37,37,90,0
2020-01-03,Nan,7.95,5.79,26,66,0
2020-01-03,Songkhla,13.86,5.04,35,60,0
2020-01-03,Nakhon Sawan,6.36,6.29,28,85,0
2020-01-03,Chiang Mai,3.2,6.12,31,94,0
2020-01-03,Chiang Mai,15.53,6.01,32,82,0
2020-01-03,Nakhon Si Thammarat,6.64,4.04,36,82,0
2020-01-03,Nakhon Ratchasima,8.1,6.57,26,87,0
2020-01-03,Nakhon Sawan,15.79,8.2,37,89,0
2020-01-03,Ubon Ratchathani,8.74,4.83,25,65,0
2020-01-03,Songkhla,15.05,5.73,34,79,0
2020-01-03,Nakhon Ratchasima,9.2,5.47,34,91,0
2020-01-03,Bangkok,10.32,6.71,36,78,0
2020-01-03,Nakhon Sawan,18.81,3.76,30,86,0
2020-01-03,Sukhothai,17.61,6.08,26,72,0
2020-01-03,Bangkok,12.3,6.51,33,85,0
2020-01-03,Pathum Thani,14.98,2.62,36,82,0
2020-01-03,Pathum Thani,14.5,6.19,37,88,0
2020-01-03,Chiang Rai,3.83,4.06,36,80,0
2020-01-03,Ubon Ratchathani,13.49,5.55,30,85,0
2020-01-03,Ubon Ratchathani,2.83,5.42,35,86,0
2020-01-03,Surat Thani,18.42,5.63,25,88,0
2020-01-03,Songkhla,10.95,6.08,29,66,0
2020-01-03,Nakhon Sawan,6.55,4.49,35,74,0
2020-01-03,Nakhon Ratchasima,7.8,5.12,26,72,0
2020-01-03,Songkhla,13.34,6.29,36,74,0
2020-01-03,Sukhothai,8.35,5.33,36,60,0
2020-01-03,Ayutthaya,12.91,6.6,25,75,0
2020-01-03,Sukhothai,7.19,6.01,25,93,0
2020-01-03,Bangkok,14.74,6.41,32,90,0
2020-01-03,Chiang Mai,18.27,6.6,30,61,0
2020-01-03,Pathum Thani,3.25,3.87,30,76,0
2020-01-03,Ayutthaya,4.98,4.88,30,74,0
2020-01-03,Surat Thani,17.8,6.36,36,63,0
2020-01-03,Nakhon Sawan,2.61,3.39,34,85,0
2020-01-03,Ubon Ratchathani,15.89,4.77,31,63,0
2020-01-03,Chiang Mai,16.2,4.26,30,66,0
2020-01-03,Nakhon Si Thammarat,13.99,4.6,34,80,0
2020-01-03,Ubon Ratchathani,9.7,4.12,36,76,0
2020-01-03,Nakhon Sawan,6.68,5.26,33,66,0
2020-01-03,Nakhon Si Thammarat,15.47,6.39,30,71,0
2020-01-03,Khon Kaen,13.85,5.72,29,89,0
2020-01-03,Chiang Mai,2.49,4.77,26,66,0
2020-01-03,Chiang Rai,11.75,7.24,28,69,0
2020-01-03,Phrae,17.78,5.6,29,91,0
2020-01-03,Phrae,17.25,5.32,32,81,0
2020-01-03,Chiang Rai,11.94,6.36,31,91,0
2020-01-03,Nakhon Ratchasima,4.42,5.7,37,67,0
2020-01-03,Ubon Ratchathani,6.98,6.33,25,72,0
2020-01-03,Phrae,8.65,7.33,25,81,0
2020-01-03,Chiang Mai,11.5,6.21,35,64,0
2020-01-03,Chiang Mai,10.91,5.47,36,73,0
2020-01-03,Songkhla,15.32,7.09,29,91,0
2020-01-03,Ubon Ratchathani,18.08,4.81,30,91,0
2020-01-03,Songkhla,13.32,5.53,36,69,0
2020-01-03,Chiang Mai,1.02,4.06,31,65,0
2020-01-03,Songkhla,9.3,4.7,29,81,0
2020-01-03,Chiang Mai,14.07,6.23,32,66,0
2020-01-03,Chiang Mai,18.18,5.95,32,65,0
2020-01-03,Sukhothai,16.02,4.81,33,65,0
2020-01-03,Surat Thani,10.43,5.55,25,92,0
2020-01-03,Sukhothai,4.76,5.28,26,61,0
2020-01-03,Sukhothai,5.59,4.75,26,62,0
2020-01-03,Chiang Rai,19.93,7.03,34,62,0
2020-01-03,Ubon Ratchathani,13.99,5.67,29,76,0
2020-01-03,Chiang Mai,4.83,3.19,25,62,0
2020-01-03,Ayutthaya,1.35,3.83,32,94,0
2020-01-03,Ayutthaya,7.14,6.86,27,88,0
2020-01-03,Nakhon Ratchasima,6.16,6.25,37,73,0
2020-01-03,Nakhon Si Thammarat,8.85,6.7,34,87,0
2020-01-03,Sukhothai,13.04,5.34,32,71,0
2020-01-03,Ayutthaya,7.34,4.13,26,66,0
2020-01-03,Chiang Rai,4.04,4.6,31,70,0
2020-01-03,Surat Thani,16.2,5.71,36,73,0
2020-01-03,Sukhothai,16.39,4.04,28,80,0
2020-01-03,Nakhon Ratchasima,6.12,5.13,31,86,0
2020-01-03,Chiang Mai,1.66,6.19,35,60,0
2020-01-03,Bangkok,5.19,6.32,25,86,0
2020-01-03,Khon Kaen,18.48,4.69,27,72,0
2020-01-03,Chiang Rai,11.67,6.37,36,74,0
2020-01-03,Nan,9.02,6.61,28,64,0
2020-01-03,Bangkok,18.69,7.14,27,80,0
2020-01-03,Nakhon Si Thammarat,17.93,6.16,29,71,0
2020-01-03,Phrae,0.16,5.41,37,93,0
2020-01-03,Chiang Mai,10.03,5.04,28,88,0
2020-01-03,Nakhon Sawan,7.17,4.9,25,77,0
2020-01-03,Pathum Thani,5.64,5.52,26,61,0
2020-01-03,Nakhon Sawan,19.34,4.91,37,65,0
2020-01-03,Chiang Mai,19.0,6.93,37,84,0
2020-01-03,Khon Kaen,11.0,5.71,25,85,0
2020-01-03,Songkhla,3.45,5.38,28,89,0
2020-01-03,Nakhon Ratchasima,8.25,6.98,29,87,0
2020-01-03,Pathum Thani,10.08,6.15,34,64,0
2020-01-03,Bangkok,12.66,7.16,31,89,0
2020-01-03,Pathum Thani,19.58,5.86,37,60,0
2020-01-03,Chiang Rai,6.28,6.14,37,88,0
2020-01-03,Ayutthaya,14.31,3.95,28,72,0
2020-01-03,Phrae,19.99,6.06,25,66,0
2020-01-03,Surat Thani,7.49,7.36,29,63,0
2020-01-03,Nakhon Si Thammarat,17.15,7.71,25,91,0
2020-01-03,Sukhothai,4.08,3.82,30,64,0
2020-01-03,Nakhon Sawan,9.4,3.25,31,80,0
2020-01-03,Nan,9.7,6.44,29,88,0
2020-01-03,Pathum Thani,16.49,6.68,25,89,0
2020-01-03,Chiang Rai,17.43,4.79,29,86,0
2020-01-03,Ubon Ratchathani,3.01,6.99,29,71,0
2020-01-03,Ayutthaya,1.2,3.58,26,83,0
2020-01-03,Phrae,6.5,4.85,37,88,0
2020-01-03,Sukhothai,7.86,4.1,36,85,0
2020-01-03,Pathum Thani,6.45,4.47,32,74,0
2020-01-03,Songkhla,0.24,6.14,31,72,0
2020-01-03,Pathum Thani,9.28,3.21,26,84,0
2020-01-03,Ayutthaya,11.31,5.21,37,68,0
2020-01-03,Sukhothai,4.25,3.07,32,83,0
2020-01-03,Phrae,19.0,5.35,26,74,0
2020-01-03,Ayutthaya,6.23,4.46,29,85,0
2020-01-03,Songkhla,9.24,5.82,36,81,0
2020-01-03,Nakhon Ratchasima,11.05,4.19,36,89,0
2020-01-03,Chiang Rai,7.75,5.72,34,78,0
2020-01-03,Nakhon Si Thammarat,4.86,7.28,30,84,0
2020-01-03,Nakhon Ratchasima,7.85,6.11,36,60,0
2020-01-03,Phrae,5.42,3.29,30,64,0
2020-01-03,Pathum Thani,15.0,6.06,34,86,0
2020-01-03,Chiang Rai,19.94,4.68,27,63,0
2020-01-03,Sukhothai,6.2,3.71,31,62,0
2020-01-03,Chiang Rai,19.1,7.07,26,94,0
2020-01-03,Bangkok,15.7,6.4,28,91,0
2020-01-03,Khon Kaen,10.77,7.3,36,88,0
2020-01-03,Songkhla,18.88,5.12,35,76,0
2020-01-03,Songkhla,4.17,3.8,27,88,0
2020-01-03,Bangkok,6.25,5.07,32,86,0
2020-01-03,Surat Thani,11.3,4.09,36,83,0
2020-01-03,Bangkok,8.61,6.16,35,90,0
2020-01-03,Ayutthaya,2.81,6.07,31,79,0
2020-01-03,Nan,10.19,5.0,25,82,0
2020-01-03,Ayutthaya,15.24,5.42,34,79,0
2020-01-03,Pathum Thani,11.24,5.22,35,61,0
2020-01-03,Nakhon Ratchasima,6.42,6.16,36,88,0
2020-01-03,Ubon Ratchathani,16.57,5.85,30,66,0
2020-01-03,Nakhon Si Thammarat,11.86,4.52,36,81,0
2020-01-03,Khon Kaen,17.49,6.23,29,89,0
2020-01-03,Phrae,8.83,5.14,27,68,0
2020-01-03,Bangkok,4.18,6.08,26,92,0
2020-01-03,Chiang Rai,2.17,5.23,25,74,0
2020-01-03,Ubon Ratchathani,6.66,4.79,29,63,0
2020-01-03,Pathum Thani,0.25,5.98,37,87,0
2020-01-03,Bangkok,16.2,5.28,36,67,0
2020-01-03,Pathum Thani,15.69,6.28,25,71,0
2020-01-03,Chiang Rai,16.42,7.77,34,70,0
2020-01-03,Phrae,5.69,4.95,28,85,0
2020-01-03,Nakhon Sawan,8.91,6.28,25,83,0
2020-01-03,Pathum Thani,1.39,5.78,32,85,0
2020-01-03,Nakhon Sawan,11.77,2.81,31,71,0
2020-01-03,Nakhon Si Thammarat,13.93,7.25,29,62,0
2020-01-03,Phrae,6.73,5.5,31,89,0
2020-01-03,Nakhon Si Thammarat,6.67,6.63,26,69,0
2020-01-03,Songkhla,19.64,5.26,29,81,0
2020-01-03,Surat Thani,15.48,5.22,36,62,0
2020-01-03,Phrae,0.81,5.63,27,89,0
2020-01-03,Ubon Ratchathani,2.45,6.07,32,83,0
2020-01-03,Surat Thani,15.15,4.28,30,75,0
2020-01-03,Nakhon Sawan,4.03,5.51,29,77,0
2020-01-03,Songkhla,6.93,4.45,27,85,0
2020-01-03,Bangkok,3.12,6.05,26,74,0
2020-01-03,Ubon Ratchathani,3.72,4.61,28,62,0
2020-01-03,Nakhon Ratchasima,2.95,5.44,27,71,0
2020-01-03,Chiang Mai,10.29,3.98,33,80,0
2020-01-03,Sukhothai,12.23,4.31,35,84,0
2020-01-03,Nakhon Ratchasima,6.72,5.67,34,78,0
2020-01-03,Khon Kaen,13.85,4.85,36,78,0
2020-01-03,Nakhon Sawan,2.14,3.35,34,64,0
2020-01-03,Songkhla,0.25,5.77,37,91,0
2020-01-03,Nakhon Sawan,1.69,5.82,32,82,0
2020-01-03,Nakhon Si Thammarat,18.36,6.28,37,61,0
2020-01-03,Pathum Thani,2.24,4.46,36,72,0
2020-01-03,Phrae,6.84,6.58,25,76,0
2020-01-03,Pathum Thani,6.34,6.02,32,93,0
2020-01-03,Pathum Thani,0.6,5.5,25,89,0
2020-01-03,Bangkok,3.69,4.63,26,86,0
2020-01-03,Pathum Thani,2.28,5.75,26,73,0
2020-01-03,Chiang Rai,14.77,6.21,25,91,0
2020-01-03,Chiang Rai,1.34,6.15,33,87,0
2020-01-03,Nan,9.28,4.56,29,61,0
2020-01-03,Nakhon Sawan,0.61,3.89,32,94,0
2020-01-03,Nan,13.34,7.11,35,89,0
2020-01-03,Nakhon Sawan,12.15,4.69,31,73,0
2020-01-03,Surat Thani,7.56,6.43,25,77,0
2020-01-03,Songkhla,18.67,4.94,28,83,0
2020-01-03,Bangkok,10.05,5.04,36,92,0
2020-01-03,Sukhothai,4.3,5.5,29,71,0
2020-01-03,Songkhla,13.7,8.08,27,91,0
2020-01-03,Chiang Rai,12.97,4.58,37,81,0
2020-01-03,Ubon Ratchathani,10.37,4.52,27,87,0
2020-01-03,Surat Thani,12.33,7.87,29,94,0
2020-01-03,Nakhon Sawan,3.81,4.57,29,93,0
2020-01-03,Ubon Ratchathani,7.52,6.02,26,72,0
2020-01-03,Khon Kaen,13.11,6.0,36,84,0
2020-01-03,Chiang Rai,0.48,5.08,26,82,0
2020-01-03,Pathum Thani,7.43,4.95,25,91,0
2020-01-03,Ayutthaya,1.01,5.02,30,90,0
2020-01-03,Chiang Rai,4.29,6.16,36,94,0
2020-01-04,Surat Thani,18.38,6.23,36,92,0
2020-01-04,Khon Kaen,9.17,5.82,33,66,0
2020-01-04,Nan,13.41,4.81,30,63,0
2020-01-04,Khon Kaen,8.76,6.07,36,64,0
2020-01-04,Nakhon Sawan,18.8,6.67,28,84,0
2020-01-04,Nakhon Ratchasima,11.66,6.1,26,83,0
2020-01-04,Songkhla,14.81,6.71,32,85,0
2020-01-04,Songkhla,14.38,6.08,28,85,0
2020-01-04,Phrae,1.7,4.23,26,68,0
2020-01-04,Phrae,19.37,3.75,27,66,0
2020-01-04,Bangkok,1.42,5.82,33,60,0
2020-01-04,Bangkok,15.15,5.94,37,75,0
2020-01-04,Pathum Thani,5.81,4.23,34,69,0
2020-01-04,Chiang Mai,4.29,4.19,27,85,0
2020-01-04,Nakhon Ratchasima,13.23,5.81,34,71,0
2020-01-04,Chiang Rai,7.16,6.69,35,77,0
2020-01-04,Surat Thani,12.58,6.43,29,89,0
2020-01-04,Phrae,4.86,4.92,32,79,0
2020-01-04,Chiang Rai,13.66,6.75,30,88,0
2020-01-04,Pathum Thani,2.0,4.61,26,69,0
